US8731929B2;System for responding to natural language speech utterance, has parser that determines context for keywords in utterance such that parser selects domain agents based on determined meaning The system has an agent architecture that has several domain agents that receive process and respond to request associated with a respective context. A parser (118) determines a context for keywords in the utterance and determines the meaning of utterance. The parser selects the domain agents based on determined meaning. An event manager (100) coordinates the interaction between parser and agent architecture. System for responding to natural language speech utterance, for use with portable computer and personal digital assistant (PDA). The parser determines the context for keywords in the utterance and determines the meaning of utterance so that parser selects the domain agents reliably based on determined meaning. Hence a complete speech-based natural language query and response environment can be provided efficiently. The user can submit the natural language speech questions and commands reliably. The drawing shows a schematic view of the system.100Event manager118Parser120Speech recognition engine124Text to speech engine136Internet A system for processing natural language utterances, comprising: a computing device having access to a plurality of domain agents associated with a plurality of different domains, and programmed to execute one or more computer program instructions which, when executed, cause the computing device to: receive a first natural language utterance; determine that the first natural language utterance contains one or more words that were unrecognized or incorrectly recognized in response to a recognition associated with the first natural language utterance having a confidence level below a predetermined value; obtain a phonetic alphabet spelling associated with the one or more unrecognized or incorrectly recognized words in response to the determination; look up the one or more unrecognized or incorrectly recognized words in one or more dictionary and phrase tables based on the phonetic alphabet spelling; update the one or more dictionary and phrase tables based on a pronunciation associated with the one or more unrecognized or incorrectly recognized words; receive a second natural language utterance that comprises a question; generate a digitized speech signal from the second natural language utterance; recognize one or more words in the second natural language utterance based on a pronunciation associated with the one or more words using the one or more dictionary and phrase tables; tag the one or more words in the second natural language utterance with a user identity determined from voice characteristics associated with the digitized speech signal and one or more user profiles; determine a context of the question in the second natural language utterance; select one of the plurality of domain agents based on the context of the question; generate a request associated with the second natural language utterance based on the one or more words in the second natural language utterance and a grammar used by the selected domain agent, wherein the request includes the question; invoke the selected domain agent to cause the selected domain agent to process the request; and receive a response to the request from the selected domain agent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20160188292A1;Method of interpreting natural language inputs based on storage of inputs, involves reprocessing natural language input obtained from storage to determine second interpretation of natural language input The method involves obtaining (402) a natural language input of a user by computer system. The natural language input is initially obtained through an input mode. The natural language input is processed (404) to determine a first interpretation of the natural language input. The natural language input is stored (406) based on a data format associated with the input mode. The natural language input is obtained (408) from storage. The natural language input obtained from storage is reprocessed (410) to determine a second interpretation of the natural language input. An INDEPENDENT CLAIM is also included for a system of interpreting natural language inputs based on storage of inputs. Method of interpreting natural language inputs based on storage of inputs. The audio file can be obtained from the cache and processed by the speech recognition engine to determine one or more reinterpretations of the utterance stored in the audio file in the event that the user input is to be reprocessed. The search can be performed, and the results of the search can be provided for presentation to the user if the selected interpretation indicates that the user provided the input to search for particular information. The drawing shows a flow diagram illustrating the method of interpreting natural language inputs based on storage of the inputs. 402Step for obtaining the natural language input of user404Step for processing the natural language input to determine first interpretation of the natural language input406Step for storing the natural language input408Step for obtaining the natural language input from storage410Step for reprocessing the natural language input obtained from storage to determine second interpretation of the natural language input A method of interpreting natural language inputs based on storage of the inputs, the method being implemented on a computer system that includes one or more physical processors executing computer program instructions which, when executed by the one or more physical processors, perform the method, the method comprising: obtaining, by the computer system, a natural language input of a user, wherein the natural language input is initially obtained via an input mode; processing, by the computer system, the natural language input to determine a first interpretation of the natural language input; storing, by the computer system, the natural language input based on a data format associated with the input mode; obtaining, by the computer system, the natural language input from storage; and reprocessing, by the computer system, the natural language input obtained from storage to determine a second interpretation of the natural language input.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9607102B2;Method for switching task in conversational dialogue software application installed in e.g. mobile device, involves changing task rule for corresponding task from rules-based model to optimized statistical based task switching model The method involves optimizing a statistical task switching model based on first quality metric. Second quality metric is calculated based on whether a portion of identified first candidate tasks correspond to secondary tasks. A determination is made to check whether one of the rules-based tasks switching rules is modified based on whether the second quality metric satisfies threshold quantity. A task switching rule is changed for a corresponding candidate task from a rules-based model to an optimized statistical based task model when the second quality metric satisfies the threshold quantity. INDEPENDENT CLAIMS are also included for the following:a system for switching a task in a conversational dialogue software application installed in a computing devicea non-transitory computer-readable storage medium comprising a set of instructions for switching a task in a conversational dialogue software application installed in a computing device. Method for switching a task in a conversational dialogue software application installed in a computing device e.g. mobile device and laptop, through a network. Uses include but are not limited to private intranets, corporate networks, LANs, wireless networks and personal networks (PAN). The method enables providing flexibility in managing task interruptions by allowing or not allowing rules or restrictions to be implemented. The method enables performing functionality of data server software to operations or decisions made automatically based on the rules coded into a control logic. The drawing shows a flow diagram illustrating a method for switching a task in a conversational dialogue software application installed in a computing device. 302Selector304Intent312From account314To account316Amount A method comprising: receiving, by a computing device comprising a natural language understanding automatic speech recognition computing engine device, a first natural language input comprising one or more words; activating, by the natural language understanding automatic speech recognition computing engine device, a first task based on the first natural language input, wherein the first task is associated with one or more first task agents configured for retrieving information associated with the first task; prompting, by the natural language understanding automatic speech recognition computing engine device and via a first of the one or more first task agents, for a subsequent natural language input based on a first transcription of the first natural language input and based on a first intent associated with the first task; receiving, by the natural language understanding automatic speech recognition computing engine device and while the first task is activated, a second natural language input comprising one or more words; responsive to determining, by the natural language understanding automatic speech recognition computing engine device, that a task activation switching parameter associated with the first task is not a false value and that a second intent associated with the second natural language input is different from the first intent associated with the first task, determining, by the natural language understanding automatic speech recognition computing engine device: one or more candidate second tasks that are capable of being activated based on one or more task switching rules that identify one or more tasks that are allowed to interrupt the activated first task, wherein an interrupted task is arranged in a task stack memory component of the computing device; and one or more candidate third tasks that are incapable of being activated based on the one or more task switching rules;  activating, by the natural language understanding automatic speech recognition computing engine device, one of the one or more candidate second tasks, wherein the activated candidate second task is associated with one or more second task agents configured for retrieving information associated with the activated candidate second task; responsive to satisfying the one or more second task agents with the first natural language input, the second natural language input, or an additional natural language input, performing, by the computing device, an action associated with the activated second candidate task; determining, by the natural language understanding automatic speech recognition computing engine device, whether the second natural language input satisfies the one or more first task agents associated with the first task; performing, by the computing device, an action associated with the first task responsive to the second natural language input satisfying the one or more first task agents; and prompting, by the natural language understanding automatic speech recognition computing engine device and via one of the one or more first task agents, for a second subsequent natural language input based on the first transcription of the first natural language input responsive to the second natural language input not satisfying the one or more first task agents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9495957B2;Mobile system for telematics applications for processing natural language human-machine utterances, has processors for determining words of natural language utterance and determining request based on words and context information The system has processors for generating a context stack comprising context information that corresponds to prior utterances. The processors receive a natural language utterance associated with a command or request and determine words of the natural language utterance by performing speech recognition on the natural language utterance. The processors determine the command or request based on the words and the context information. The processors prompt a user associated with the natural language utterance. An INDEPENDENT CLAIM is also included for a computer-implemented method for processing natural language utterances. Mobile system for telematics applications for processing natural language human-machine utterances in environments. Uses include but are not limited to personal automobile environments, rented automobile environments, fleet automobile environments, two wheeled or open-air vehicle environments e.g. motorcycle environments and scooter environments, commercial long-haul and short haul lorry environments, delivery service vehicle environments, fleet service vehicle environments, industrial vehicle environments, agricultural and construction machinery environments, water-borne vehicle environments, aircraft environments, specialized military, law enforcement and emergency vehicle environments. The system uses travel service capability in conjunction with the remote ordering and payment capabilities and the dynamic interactive routing capability. The system allows an event manager to provide a multi-threaded environment so as to operate the system on multiple commands or questions from multiple user sessions without conflict and in an efficient manner, thus maintaining real-time response capabilities. The system is comfortable to use, and allows users to be comfortable with voice query language and learn how to optimize amount of information required with each step of a dialog using the interactive training. The drawing shows a schematic block diagram of a mobile system for processing natural language human-machine utterances. 10Mobile structure26Data interfaces28Telematics control unit30Control and device interface98Main speech-processing unit A system for processing a natural language utterance, the system including one or more processors executing one or more computer program modules which, when executed, cause the one or more processors to: generate a context stack comprising context information that corresponds to a plurality of prior utterances, wherein the context stack includes a plurality of context entries; receive the natural language utterance, wherein the natural language utterance is associated with a command or is associated with a request; determine one or more words of the natural language utterance by performing speech recognition on the natural language utterance; identify, from among the plurality of context entries, one or more context entries that correspond to the one or more words, wherein the context information includes the one or more context entries, wherein identifying the one or more context entries comprises: comparing the plurality of context entries to the one or more words; generating, based on the comparison, one or more rank scores for individual context entries of the plurality of context entries; and identifying, based on the one or more rank scores, the one or more context entries from among the plurality of context entries; and  determine, based on the determined one or more words and the context information, the command or the request associated with the natural language utterance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR2017126023A;Method for hybrid processing in natural language voice services environment, involves resolving multi-modal interaction at electronic device based on information contained in multiple messages received from virtual router The method involves detecting multi-modal interaction at an electronic device e.g. mobile phone. Multiple messages containing information related to the multi-modal interaction is communicated to a virtual router in communication with the electronic device. Multiple messages containing information related to intent of the multi-modal interaction is received by the electronic device. The multi-modal interaction at the electronic device is resolved based on the information contained in multiple messages received from the virtual router. INDEPENDENT CLAIMS are also included for the following:an electronic device for hybrid processing in a natural language voice services environmenta virtual router for hybrid processing in a natural language voice services environment. Method for hybrid processing in natural language voice services environment using an electronic device e.g. microphone, personal navigation device, mobile phone, Voice over Internet Protocol (VoIP) node, personal computer, media device, embedded device and server, and a virtual router (all claimed). The method enables performing hybrid processing in the natural language voice services environment using the electronic device and/or the virtual router without degrading performance in an efficient manner. The drawing shows a block diagram of a voice-enabled device for hybrid processing in a natural language voice services environment.100Voice-enabled device112Input devices120Automatic speech recognizer130Conversational language processor134Applications A hybrid processing method, wherein: the step multi-modal interaction which is the method for the hybrid processing at the natural language voice service environment; and detects at least one multi-modal interaction at the electronic device include the voice input received from at least first input apparatus and the non-voice input received from the second input apparatus, and the voice input includes the natural language speech (natural language utterance), and the non-voice input includes - the situation (context) for interpreting the natural language speech is expressed; - the step electronic device for delivering to the router device for communicating at least one message including the information about the voice input and non-voice input with the electronic device delivers at least one message through the messaging interface to the router device; and the information in which the step response receiving the response from the router device indicates the intention of the multi-modal interaction at the electronic device, and the electronic device comprises - at least one message is received through the messaging interface from the router device; and the step of doing the multi-modal interaction at the electronic device based on the response received from the router device with the resolution (resolving).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US8793136B2;Method for recognizing voice input commands by display device e.g. personal computer, involves recognizing voice input as voice command by voice recognizing unit and processing voice command, by another voice recognizing unit The method involves receiving (501) a voice input. A voice input is recognized by voice recognizing unit as a voice command. The voice command is processed (504), by another voice recognizing unit. A feature of the display device is controlled according to the voice command. The voice command is a natural language voice command, and the recognition of the voice command is provided to initiate a voice input command mode. The feature of the display device is controlled according to the voice command. An INDEPENDENT CLAIM is included for a display device. Method for recognizing voice input commands by display device (claimed) such as mobile telecommunications device, notebook computer, personal computer, tablet computing device, portable navigation device, portable video player and personal digital assistant (PDA). Since the voice command is processed by another voice recognizing unit, the user's voice command can be easily and efficiently recognized by the display device. Thus the features of the display device can be efficiently controlled. The occurrences of errors during natural language voice recognition process can be decreased by dedicating voice recognition unit to process user's natural language voice commands. The drawing shows a flow chart illustrating the process for recognizing voice input commands by display device. 501Step for receiving voice input502Step for determining whether input include voice command word included within list of preset voice commands503Step for processing the voice input on voice recognition unit504Step for processing voice input on another recognition unit A method of recognizing voice input commands by a display device, the method comprising: receiving a first voice input comprising (i) a preset word that is a first portion of the first voice input and (ii) a natural language word that is a second portion of the first voice input; recognizing, by a first voice recognizing unit, the preset word that is the first portion of the first voice input as a preset voice command to be processed by the first voice recognizing unit; recognizing, by the first voice recognizing unit, the natural language word that is the second portion of the first voice input as a natural language voice command to be processed by a second voice recognizing unit; processing the preset voice command, by the first voice recognizing unit; processing the natural language voice command, by the second voice recognizing unit; and controlling a feature of the display device according to the processed preset voice command and the processed natural language voice command, wherein the first voice input is a single sentence comprising the preset word and the natural language word.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9229681B2;Method for recognizing voice input commands by display device e.g. personal computer, involves recognizing voice input as voice command by voice recognizing unit and processing voice command, by another voice recognizing unit The method involves receiving (501) a voice input. A voice input is recognized by voice recognizing unit as a voice command. The voice command is processed (504), by another voice recognizing unit. A feature of the display device is controlled according to the voice command. The voice command is a natural language voice command, and the recognition of the voice command is provided to initiate a voice input command mode. The feature of the display device is controlled according to the voice command. An INDEPENDENT CLAIM is included for a display device. Method for recognizing voice input commands by display device (claimed) such as mobile telecommunications device, notebook computer, personal computer, tablet computing device, portable navigation device, portable video player and personal digital assistant (PDA). Since the voice command is processed by another voice recognizing unit, the user's voice command can be easily and efficiently recognized by the display device. Thus the features of the display device can be efficiently controlled. The occurrences of errors during natural language voice recognition process can be decreased by dedicating voice recognition unit to process user's natural language voice commands. The drawing shows a flow chart illustrating the process for recognizing voice input commands by display device. 501Step for receiving voice input502Step for determining whether input include voice command word included within list of preset voice commands503Step for processing the voice input on voice recognition unit504Step for processing voice input on another recognition unit A method of recognizing voice input commands by a display device, the method comprising: displaying a list of preset words that are available for receiving as input, at least one of the preset words comprising a description for a natural language word that is available for input with the at least one of the preset words; after displaying the list of preset words, receiving a first voice input comprising (i) a preset word that is a first portion of the first voice input and (ii) a natural language word that is a second portion of the first voice input; recognizing the preset word that is the first portion of the first voice input as a preset voice command to be processed by a first voice recognizing unit; recognizing the natural language word that is the second portion of the first voice input as a natural language voice command to be processed by a second voice recognizing unit; processing, by the first voice recognizing unit, the preset voice command; processing, by the second voice recognizing unit, the natural language voice command; and controlling a feature of the display device according to the processed preset voice command and the processed natural language voice command.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20170133010A1;Computer-implemented method for recognizing e.g. names of persons in speech, involves substituting portion of recognition results of second automatic speech recognition performed on second utterance by user with selected proper name The method involves receiving a first and second dataset associated with the recognition results of a first and second automatic speech recognition operation performed upon a first and second utterance by a user. A corpus of relevant proper names is determined based on the data. A portion of the second utterance corresponding to proper name based on the results is determined. A grammar-based automatic speech recognition system is caused to select a proper name. The portion of the recognition results of the second speech recognition is substituted with the selected proper name. INDEPENDENT CLAIMS are included for the following:a computer system; anda non-transitory computer readable medium storing program for recognizing proper names in speech. Computer-implemented method for recognizing proper names such as names of persons, streets, cities, businesses, landmarks, songs, videos or other entities in speech. The method enables high accuracy recognition, understanding of freely spoken utterances which contain proper names and other similar entities. The temporal smoothing of the audio input eliminates abrupt audio transitions which are falsely matched as fricative phonemes. Proper selection of the span extent improves secondary decoding and also allows coarticulation effects in selecting phone models during the decoding process. The drawing shows a graphical depiction of generated grammar. A computer-implemented method for recognizing and understanding spoken commands that include one or more proper name entities, comprising: receiving an utterance from a user; performing primary automatic speech recognition (ASR) processing upon said utterance with a primary automatic speech recognizer to output a dataset comprising at least a sequence of nominal transcribed words and putative start and end times for each nominal transcribed word within said utterance; performing understanding processing upon said dataset with a natural language understanding (NLU) processor to generate and augment the dataset with a nominal meaning for the utterance and to determine putative presence and type of one or more spoken proper name entities within said utterance, wherein a contiguous section of audio within said utterance corresponding to each putative proper name entity, as determined from said start and end times of the words of the putative proper name entity as transcribed by the primary automatic speech recognizer, comprises an acoustic span; performing secondary automatic speech recognition (ASR) processing upon each said acoustic span with a secondary automatic speech recognizer, in each instance said secondary automatic speech recognizer specialized to process a given putative type of acoustic span to generate a nominal correct transcription and associated meaning for each said acoustic span; substituting the nominal correct transcription and associated meaning obtained from each secondary recognition as appropriate within the dataset to revise the results of the primary automatic speech recognizer and natural language understanding processor and to create a plurality of complete transcriptions and associated meanings; preparing a complete hypothesis ranking grammar comprised of said plurality of complete transcriptions and decoding the utterance against said complete hypothesis ranking grammar to determine an acoustic confidence score for each complete transcription; determining, for each acoustic span of each complete transcription, an NLU confidence score for each transcription of each acoustic span; normalizing said NLU confidence scores across the plurality of complete transcriptions to determine a normalized NLU confidence score of each complete transcription; combining said acoustic confidence score and NLU confidence score of each complete transcription to generate a final confidence score that each complete transcription and associated meaning is correct, which is used to rank the plurality of aforesaid complete transcriptions and associated meanings; and outputting a ranked list of complete transcriptions and associated meanings for the entire utterance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US9818401B2;Computer-implemented method for recognizing e.g. names of persons in speech, involves substituting portion of recognition results of second automatic speech recognition performed on second utterance by user with selected proper name The method involves receiving a first and second dataset associated with the recognition results of a first and second automatic speech recognition operation performed upon a first and second utterance by a user. A corpus of relevant proper names is determined based on the data. A portion of the second utterance corresponding to proper name based on the results is determined. A grammar-based automatic speech recognition system is caused to select a proper name. The portion of the recognition results of the second speech recognition is substituted with the selected proper name. INDEPENDENT CLAIMS are included for the following:a computer system; anda non-transitory computer readable medium storing program for recognizing proper names in speech. Computer-implemented method for recognizing proper names such as names of persons, streets, cities, businesses, landmarks, songs, videos or other entities in speech. The method enables high accuracy recognition, understanding of freely spoken utterances which contain proper names and other similar entities. The temporal smoothing of the audio input eliminates abrupt audio transitions which are falsely matched as fricative phonemes. Proper selection of the span extent improves secondary decoding and also allows coarticulation effects in selecting phone models during the decoding process. The drawing shows a graphical depiction of generated grammar. A computer-implemented method for recognizing and understanding spoken commands that include one or more proper name entities, comprising: receiving an utterance from a user; performing primary automatic speech recognition (ASR) processing upon said utterance with a primary automatic speech recognizer to output a dataset comprising at least a sequence of nominal transcribed words and putative start and end times for each nominal transcribed word within said utterance; performing understanding processing upon said dataset with a natural language understanding (NLU) processor to generate and augment the dataset with a nominal meaning for the utterance and to determine putative presence and type of one or more spoken proper name entities within said utterance, wherein a contiguous section of audio within said utterance corresponding to each putative proper name entity, as determined from said start and end times of the words of the putative proper name entity as transcribed by the primary automatic speech recognizer, comprises an acoustic span; performing secondary automatic speech recognition (ASR) processing upon each said acoustic span with a secondary automatic speech recognizer, in each instance said secondary automatic speech recognizer specialized to process a given putative type of acoustic span to generate a nominal correct transcription and associated meaning for each said acoustic span; substituting the nominal correct transcription and associated meaning obtained from each secondary recognition as appropriate within the dataset to revise the results of the primary automatic speech recognizer and natural language understanding processor and to create a plurality of complete transcriptions and associated meanings; preparing a complete hypothesis ranking grammar comprised of said plurality of complete transcriptions and decoding the utterance against said complete hypothesis ranking grammar to determine an acoustic confidence score for each complete transcription; determining, for each acoustic span of each complete transcription, an NLU confidence score for each transcription of each acoustic span; normalizing said NLU confidence scores across the plurality of complete transcriptions to determine a normalized NLU confidence score of each complete transcription; combining said acoustic confidence score and NLU confidence score of each complete transcription to generate a final confidence score that each complete transcription and associated meaning is correct, which is used to rank the plurality of aforesaid complete transcriptions and associated meanings; and outputting a ranked list of complete transcriptions and associated meanings for the entire utterance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20170278514A1;Method for performing natural language understanding, involves identifying musician corresponding to word, receiving indication that musical work is associated with musician from base, and causing audio corresponding to work to be output The method involves processing a text using a log linear model (LLM) classifier to determine a score representing a likelihood that a word corresponds to a person category in a hierarchical arrangement of entity types. A determination is made to check that another score is higher than the former score. A musician is identified corresponding to the word using a musician category and a knowledge base. An indication that a musical work is associated with the musician is received from the knowledge base. Audio (11) is caused corresponding to the musical work to be output. An INDEPENDENT CLAIM is also included for a system for performing a natural language understanding. Method for performing a natural language understanding. The method enables utilizing an automatic speech recognition (ASR) process that compares input audio data with models for sounds and sequences of sounds to identify words that match a sequence of sounds spoken in an utterance of the audio data. The method enables utilizing language information to adjust an acoustic score by considering what sounds and/or words are used in context with each other, thus improving the likelihood that the ASR process outputs speech results that make sense grammatically. The drawing shows a schematic view of a system for configuring and operating the system to parse incoming queries. 11Audio100System performing natural language understanding110Device120Servers199Network A computer-implemented method comprising: receiving text corresponding to an utterance; creating first data indicating that a first word of the text is a noun; processing the text and the first data by a conditional random field classifier to determine that the text corresponds to a command and that the first word corresponds to an entity in a knowledge base; processing the text using a first log linear model (LLM) classifier to determine: a first score representing a likelihood that the text corresponds to a play media command category in a hierarchical arrangement of commands, a second score representing a likelihood that the text corresponds to a play song command in the hierarchical arrangement of commands, wherein the play song command is a command within the play media command category, and a third score representing a likelihood that the text corresponds to a play book text command in the hierarchical arrangement of commands, wherein the play book text command is a command within the play media command category;  determining that the second score is higher than the first score and the third score; processing the text using a second LLM classifier to determine: a fourth score representing a likelihood that the first word corresponds to a person category in a hierarchical arrangement of entity types, and a fifth score representing a likelihood that the first word corresponds to a musician category in the hierarchical arrangement of entity types, where the musician category is a subset of the person category;  determining that the fifth score is higher than the fourth score; identifying, using the musician category and the knowledge base, a musician corresponding to the first word; receiving, from the knowledge base, an indication that a first musical work is associated with the musician; and causing audio corresponding to the first musical work to be output.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR1798828B1;Method for hybrid processing in natural language voice services environment, involves resolving multi-modal interaction at electronic device based on information contained in multiple messages received from virtual router The method involves detecting multi-modal interaction at an electronic device e.g. mobile phone. Multiple messages containing information related to the multi-modal interaction is communicated to a virtual router in communication with the electronic device. Multiple messages containing information related to intent of the multi-modal interaction is received by the electronic device. The multi-modal interaction at the electronic device is resolved based on the information contained in multiple messages received from the virtual router. INDEPENDENT CLAIMS are also included for the following:an electronic device for hybrid processing in a natural language voice services environmenta virtual router for hybrid processing in a natural language voice services environment. Method for hybrid processing in natural language voice services environment using an electronic device e.g. microphone, personal navigation device, mobile phone, Voice over Internet Protocol (VoIP) node, personal computer, media device, embedded device and server, and a virtual router (all claimed). The method enables performing hybrid processing in the natural language voice services environment using the electronic device and/or the virtual router without degrading performance in an efficient manner. The drawing shows a block diagram of a voice-enabled device for hybrid processing in a natural language voice services environment.100Voice-enabled device112Input devices120Automatic speech recognizer130Conversational language processor134Applications In the natural language voice service environment, it is the virtual router for the hybrid processing and the virtual router delivers to multiple messages including the audio input which the first is encoded corresponding to the natural language speech which is included in the multi-modal interaction of the multiple individual electronic devices and is captured by the first input apparatus and the audio input which the second corresponding to the natural language speech captured by the second input apparatus is encoded are received; - the second number of the audio capability of the audio input which the first value of the audio capability of the audio input which the first is encoded and the second is encoded is decided to analyze the audio input which multiple inside of the messages is encoded and one message providing the sample which is most clear (cleanest) of the natural language speech be determined among multiple messages and analyze the above-mentioned encoded audio input and the audio input which the first is encoded or the audio input which the second is encoded is chosen based on the first value and the second number and the intention of the natural language input is obtained based on the encoded audio input which is selected from the audio input which the first is encoded or the audio input which the second is encoded; and the server communicating at least one message including the above-mentioned encoded audio input providing the sample which is most clear with the virtual router. At least one message tells about at least one message including - it is delivered to the server through the messaging interface; at least one message including the information about the intention of the multi-modal interaction is received through the messaging interface from the server; and the information about the intention of the multi-modal interaction among multiple electronic devices in at least one electronic device with the turnaround (return).A virtual router, wherein: the virtual router is formed, and at least one electronic device solves the multi-modal interaction among electronic devices based on the information about the intention of the multi-modal interaction; and comprises to return at least one message delivering the request to the electronic device for communicating with the virtual router processing the request.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR2017091797A;Method for hybrid processing in natural language voice services environment, involves resolving multi-modal interaction at electronic device based on information contained in multiple messages received from virtual router The method involves detecting multi-modal interaction at an electronic device e.g. mobile phone. Multiple messages containing information related to the multi-modal interaction is communicated to a virtual router in communication with the electronic device. Multiple messages containing information related to intent of the multi-modal interaction is received by the electronic device. The multi-modal interaction at the electronic device is resolved based on the information contained in multiple messages received from the virtual router. INDEPENDENT CLAIMS are also included for the following:an electronic device for hybrid processing in a natural language voice services environmenta virtual router for hybrid processing in a natural language voice services environment. Method for hybrid processing in natural language voice services environment using an electronic device e.g. microphone, personal navigation device, mobile phone, Voice over Internet Protocol (VoIP) node, personal computer, media device, embedded device and server, and a virtual router (all claimed). The method enables performing hybrid processing in the natural language voice services environment using the electronic device and/or the virtual router without degrading performance in an efficient manner. The drawing shows a block diagram of a voice-enabled device for hybrid processing in a natural language voice services environment.100Voice-enabled device112Input devices120Automatic speech recognizer130Conversational language processor134Applications In the natural language voice service environment, it is the virtual router for the hybrid processing and the virtual router delivers to multiple messages including the audio input which the first is encoded corresponding to the natural language speech which is included in the multi-modal interaction of the multiple individual electronic devices and is captured by the first input apparatus and the audio input which the second corresponding to the natural language speech captured by the second input apparatus is encoded are received; - the second number of the audio capability of the audio input which the first value of the audio capability of the audio input which the first is encoded and the second is encoded is decided to analyze the audio input which multiple inside of the messages is encoded and one message providing the sample which is most clear (cleanest) of the natural language speech be determined among multiple messages and analyze the above-mentioned encoded audio input and the audio input which the first is encoded or the audio input which the second is encoded is chosen based on the first value and the second number and the intention of the natural language input is obtained based on the encoded audio input which is selected from the audio input which the first is encoded or the audio input which the second is encoded; and the server communicating at least one message including the above-mentioned encoded audio input providing the sample which is most clear with the virtual router. At least one message tells about at least one message including - it is delivered to the server through the messaging interface; at least one message including the information about the intention of the multi-modal interaction is received through the messaging interface from the server; and the information about the intention of the multi-modal interaction among multiple electronic devices in at least one electronic device with the turnaround (return).A virtual router, wherein: the virtual router is formed, and at least one electronic device solves the multi-modal interaction among electronic devices based on the information about the intention of the multi-modal interaction; and comprises to return at least one message delivering the request to the electronic device for communicating with the virtual router processing the request.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US20170221482A1;Multi-modal device interactions processing method for electronic devices in natural language voice services environment, involves routing request to electronic devices based on determined intent of multi-modal device interaction The method involves detecting a multi-modal device interaction. Context information related to the device interaction is extracted, where the extracted context information includes context related to a non-voice interaction. The context related to the non-voice interaction and a natural language utterance are combined. Intent of the device interaction is determined based on the combination of context related to the non-voice interaction and the natural language utterance. A request is routed to electronic devices (105) based on the determined intent of the device interaction. An INDEPENDENT CLAIM is also included for a system for processing multi-modal device interactions in a natural language voice services environment. Method for processing multi-modal device interactions between electronic devices in a natural language voice services environment. Uses include but are not limited to microphone, telematics device, personal navigation device, mobile phone, voice over Internet protocol (VoIP) node, personal computer, media device, embedded device, and server. The method enables determining the intent of the multi-modal device interaction based on the combination of context related to the non-voice interaction and the natural language utterance, so that the interaction with electronic devices is efficient, thus avoiding difficulties in utilizing the functionality of the devices. The method enables a voice-click module to enable a user to interact with the electronic devices in an intuitive and free-form manner, so that the user can provide various types of information to a system while seeking to initiate action, retrieve information and request content or services available in the system. The drawing shows a block diagram of a system for processing multi-modal device interactions in a natural language voice services environment.105Electronic devices105bNon-voice input device110Automatic speech recognizer120Conversational language processor160Data repositories A method for processing one or more multi-modal device interactions in a natural language voice services environment that includes one or more electronic devices, comprising: detecting at least one multi-modal device interaction, wherein the multi-modal device interaction includes a non-voice interaction with at least one of the electronic devices or an application associated with at least one of the electronic devices, and wherein the multi-modal device interaction further includes at least one natural language utterance relating to the non-voice interaction; extracting context information relating to the multi-modal device interaction, wherein the extracted context information includes context relating to the non-voice interaction, and wherein the extracted context information further include context relating to the natural language utterance; combining the context relating to the non-voice interaction and the context relating to the natural language utterance; determining an intent of the multi-modal device interaction based on the combined context relating to the non-voice interaction and the natural language utterance; and routing at least one request to one or more of the electronic devices based on the determined intent of the multi-modal device interaction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
